bat_team,bowl_team,runs,wickets,overs,striker,non-striker,total
Delhi Daredevils,Kolkata Knight Riders,146,4,16.6,9,2,160
Delhi Daredevils,Kolkata Knight Riders,146,5,17.1,9,2,160
Delhi Daredevils,Kolkata Knight Riders,147,5,17.2,9,1,160
Delhi Daredevils,Kolkata Knight Riders,148,5,17.3,10,1,160
Delhi Daredevils,Kolkata Knight Riders,148,5,17.4,10,1,160
Delhi Daredevils,Kolkata Knight Riders,148,5,17.5,10,1,160
Delhi Daredevils,Kolkata Knight Riders,149,5,17.6,10,2,160
Delhi Daredevils,Kolkata Knight Riders,149,5,18.1,10,2,160
Delhi Daredevils,Kolkata Knight Riders,151,5,18.2,10,4,160
Delhi Daredevils,Kolkata Knight Riders,151,5,18.3,10,4,160
Delhi Daredevils,Kolkata Knight Riders,152,5,18.4,10,5,160
Delhi Daredevils,Kolkata Knight Riders,153,5,18.5,11,5,160
Delhi Daredevils,Kolkata Knight Riders,154,5,18.6,11,6,160
Delhi Daredevils,Kolkata Knight Riders,158,5,19.1,11,10,160
Delhi Daredevils,Kolkata Knight Riders,159,5,19.2,11,11,160
Delhi Daredevils,Kolkata Knight Riders,159,5,19.3,11,11,160
Delhi Daredevils,Kolkata Knight Riders,159,5,19.4,11,11,160
Delhi Daredevils,Kolkata Knight Riders,159,6,19.5,11,11,160
Delhi Daredevils,Kolkata Knight Riders,160,6,19.6,12,0,160
Sunrisers Hyderabad,Kings XI Punjab,54,0,5.1,28,25,207
Sunrisers Hyderabad,Kings XI Punjab,55,0,5.2,29,25,207
Sunrisers Hyderabad,Kings XI Punjab,56,0,5.3,29,26,207
Sunrisers Hyderabad,Kings XI Punjab,58,0,5.4,31,26,207
Sunrisers Hyderabad,Kings XI Punjab,58,0,5.5,31,26,207
Sunrisers Hyderabad,Kings XI Punjab,60,0,5.6,33,26,207
Sunrisers Hyderabad,Kings XI Punjab,61,0,6.1,33,27,207
Sunrisers Hyderabad,Kings XI Punjab,61,0,6.2,33,27,207
Sunrisers Hyderabad,Kings XI Punjab,65,0,6.3,37,27,207
Sunrisers Hyderabad,Kings XI Punjab,66,0,6.4,38,27,207
Sunrisers Hyderabad,Kings XI Punjab,66,0,6.5,38,27,207
Sunrisers Hyderabad,Kings XI Punjab,72,0,6.6,38,33,207
Sunrisers Hyderabad,Kings XI Punjab,73,0,7.1,39,33,207
Sunrisers Hyderabad,Kings XI Punjab,79,0,7.2,39,39,207
Sunrisers Hyderabad,Kings XI Punjab,80,0,7.3,40,39,207
Sunrisers Hyderabad,Kings XI Punjab,82,0,7.4,41,40,207
Sunrisers Hyderabad,Kings XI Punjab,83,0,7.5,42,40,207
Sunrisers Hyderabad,Kings XI Punjab,83,0,7.6,42,40,207
Sunrisers Hyderabad,Kings XI Punjab,87,0,8.1,46,40,207
Sunrisers Hyderabad,Kings XI Punjab,89,0,8.2,48,40,207
Sunrisers Hyderabad,Kings XI Punjab,90,0,8.3,49,40,207
Sunrisers Hyderabad,Kings XI Punjab,94,0,8.4,49,44,207
Sunrisers Hyderabad,Kings XI Punjab,98,0,8.5,49,48,207
Sunrisers Hyderabad,Kings XI Punjab,99,0,8.6,49,49,207
Sunrisers Hyderabad,Kings XI Punjab,100,0,9.1,50,49,207
Sunrisers Hyderabad,Kings XI Punjab,101,0,9.2,50,50,207
Sunrisers Hyderabad,Kings XI Punjab,102,0,9.3,51,50,207
Sunrisers Hyderabad,Kings XI Punjab,106,0,9.4,54,51,207
Sunrisers Hyderabad,Kings XI Punjab,107,0,9.5,55,51,207
Sunrisers Hyderabad,Kings XI Punjab,107,1,9.6,55,51,207
Sunrisers Hyderabad,Kings XI Punjab,108,1,10.1,56,0,207
Sunrisers Hyderabad,Kings XI Punjab,109,1,10.2,56,1,207
Sunrisers Hyderabad,Kings XI Punjab,110,1,10.3,57,1,207
Sunrisers Hyderabad,Kings XI Punjab,111,1,10.4,57,2,207
Sunrisers Hyderabad,Kings XI Punjab,112,1,10.5,58,2,207
Sunrisers Hyderabad,Kings XI Punjab,113,1,10.6,58,3,207
Sunrisers Hyderabad,Kings XI Punjab,114,1,11.1,58,4,207
Sunrisers Hyderabad,Kings XI Punjab,115,1,11.2,59,4,207
Sunrisers Hyderabad,Kings XI Punjab,116,1,11.3,59,5,207
Sunrisers Hyderabad,Kings XI Punjab,117,1,11.3,59,5,207
Sunrisers Hyderabad,Kings XI Punjab,118,1,11.4,60,5,207
Sunrisers Hyderabad,Kings XI Punjab,119,1,11.5,60,6,207
Sunrisers Hyderabad,Kings XI Punjab,120,1,11.6,61,6,207
Sunrisers Hyderabad,Kings XI Punjab,121,1,12.1,62,6,207
Sunrisers Hyderabad,Kings XI Punjab,121,1,12.2,62,6,207
Sunrisers Hyderabad,Kings XI Punjab,123,1,12.3,62,8,207
Sunrisers Hyderabad,Kings XI Punjab,124,1,12.4,62,9,207
Sunrisers Hyderabad,Kings XI Punjab,125,1,12.5,63,9,207
Sunrisers Hyderabad,Kings XI Punjab,131,1,12.6,63,15,207
Sunrisers Hyderabad,Kings XI Punjab,133,1,13.1,65,15,207
Sunrisers Hyderabad,Kings XI Punjab,135,1,13.2,67,15,207
Sunrisers Hyderabad,Kings XI Punjab,136,1,13.3,68,15,207
Sunrisers Hyderabad,Kings XI Punjab,137,1,13.4,68,16,207
Sunrisers Hyderabad,Kings XI Punjab,138,1,13.4,68,16,207
Sunrisers Hyderabad,Kings XI Punjab,142,1,13.5,72,16,207
Sunrisers Hyderabad,Kings XI Punjab,143,1,13.6,73,16,207
Sunrisers Hyderabad,Kings XI Punjab,147,1,14.1,77,16,207
Sunrisers Hyderabad,Kings XI Punjab,147,2,14.2,77,16,207
Sunrisers Hyderabad,Kings XI Punjab,151,2,14.3,20,0,207
Sunrisers Hyderabad,Kings XI Punjab,153,2,14.4,22,0,207
Sunrisers Hyderabad,Kings XI Punjab,154,2,14.5,23,0,207
Sunrisers Hyderabad,Kings XI Punjab,155,2,14.6,23,1,207
Sunrisers Hyderabad,Kings XI Punjab,156,2,15.1,23,2,207
Sunrisers Hyderabad,Kings XI Punjab,157,2,15.2,24,2,207
Sunrisers Hyderabad,Kings XI Punjab,157,2,15.3,24,2,207
Sunrisers Hyderabad,Kings XI Punjab,157,2,15.4,24,2,207
Sunrisers Hyderabad,Kings XI Punjab,159,2,15.5,24,4,207
Sunrisers Hyderabad,Kings XI Punjab,160,2,15.6,24,5,207
Sunrisers Hyderabad,Kings XI Punjab,164,2,16.1,24,9,207
Sunrisers Hyderabad,Kings XI Punjab,165,2,16.2,24,10,207
Sunrisers Hyderabad,Kings XI Punjab,166,2,16.3,25,10,207
Sunrisers Hyderabad,Kings XI Punjab,170,2,16.4,25,14,207
Sunrisers Hyderabad,Kings XI Punjab,170,2,16.5,25,14,207
Sunrisers Hyderabad,Kings XI Punjab,171,2,16.6,25,15,207
Sunrisers Hyderabad,Kings XI Punjab,171,3,17.1,25,15,207
Sunrisers Hyderabad,Kings XI Punjab,172,3,17.2,26,0,207
Sunrisers Hyderabad,Kings XI Punjab,173,3,17.3,26,1,207
Sunrisers Hyderabad,Kings XI Punjab,174,3,17.4,27,1,207
Sunrisers Hyderabad,Kings XI Punjab,176,3,17.5,27,3,207
Sunrisers Hyderabad,Kings XI Punjab,176,3,17.6,27,3,207
Sunrisers Hyderabad,Kings XI Punjab,178,3,18.1,29,3,207
Sunrisers Hyderabad,Kings XI Punjab,184,3,18.2,35,3,207
Sunrisers Hyderabad,Kings XI Punjab,188,3,18.3,39,3,207
Sunrisers Hyderabad,Kings XI Punjab,190,3,18.4,41,3,207
Sunrisers Hyderabad,Kings XI Punjab,192,3,18.5,43,3,207
Sunrisers Hyderabad,Kings XI Punjab,196,3,18.6,47,3,207
Sunrisers Hyderabad,Kings XI Punjab,197,3,19.1,47,4,207
Sunrisers Hyderabad,Kings XI Punjab,198,3,19.2,48,4,207
Sunrisers Hyderabad,Kings XI Punjab,200,3,19.3,48,6,207
Sunrisers Hyderabad,Kings XI Punjab,201,3,19.4,48,7,207
Sunrisers Hyderabad,Kings XI Punjab,205,3,19.5,52,7,207
Sunrisers Hyderabad,Kings XI Punjab,207,3,19.6,54,7,207
Delhi Daredevils,Kings XI Punjab,22,3,5.1,10,0,67
Delhi Daredevils,Kings XI Punjab,23,3,5.2,11,0,67
Delhi Daredevils,Kings XI Punjab,23,3,5.3,11,0,67
Delhi Daredevils,Kings XI Punjab,25,3,5.4,11,2,67
Delhi Daredevils,Kings XI Punjab,25,3,5.5,11,2,67
Delhi Daredevils,Kings XI Punjab,25,3,5.6,11,2,67
Delhi Daredevils,Kings XI Punjab,25,4,6.1,11,2,67
Delhi Daredevils,Kings XI Punjab,25,4,6.2,2,0,67
Delhi Daredevils,Kings XI Punjab,26,4,6.3,2,1,67
Delhi Daredevils,Kings XI Punjab,27,4,6.4,3,1,67
Delhi Daredevils,Kings XI Punjab,27,4,6.5,3,1,67
Delhi Daredevils,Kings XI Punjab,28,4,6.5,3,1,67
Delhi Daredevils,Kings XI Punjab,29,4,6.6,3,2,67
Delhi Daredevils,Kings XI Punjab,29,4,7.1,3,2,67
Delhi Daredevils,Kings XI Punjab,29,4,7.2,3,2,67
Delhi Daredevils,Kings XI Punjab,30,4,7.3,3,3,67
Delhi Daredevils,Kings XI Punjab,30,5,7.4,3,3,67
Delhi Daredevils,Kings XI Punjab,30,5,7.5,3,0,67
Delhi Daredevils,Kings XI Punjab,31,5,7.6,3,1,67
Delhi Daredevils,Kings XI Punjab,31,5,8.1,3,1,67
Delhi Daredevils,Kings XI Punjab,32,5,8.2,3,2,67
Delhi Daredevils,Kings XI Punjab,33,5,8.3,4,2,67
Delhi Daredevils,Kings XI Punjab,33,6,8.4,4,2,67
Delhi Daredevils,Kings XI Punjab,33,6,8.5,4,0,67
Delhi Daredevils,Kings XI Punjab,33,6,8.6,4,0,67
Delhi Daredevils,Kings XI Punjab,33,6,9.1,4,0,67
Delhi Daredevils,Kings XI Punjab,33,6,9.2,4,0,67
Delhi Daredevils,Kings XI Punjab,34,6,9.3,5,0,67
Delhi Daredevils,Kings XI Punjab,35,6,9.4,5,1,67
Delhi Daredevils,Kings XI Punjab,35,6,9.5,5,1,67
Delhi Daredevils,Kings XI Punjab,37,6,9.6,7,1,67
Delhi Daredevils,Kings XI Punjab,37,6,10.1,7,1,67
Delhi Daredevils,Kings XI Punjab,38,6,10.2,7,2,67
Delhi Daredevils,Kings XI Punjab,39,6,10.3,8,2,67
Delhi Daredevils,Kings XI Punjab,40,6,10.4,8,3,67
Delhi Daredevils,Kings XI Punjab,40,6,10.5,8,3,67
Delhi Daredevils,Kings XI Punjab,46,6,10.6,14,3,67
Delhi Daredevils,Kings XI Punjab,46,6,11.1,14,3,67
Delhi Daredevils,Kings XI Punjab,46,6,11.2,14,3,67
Delhi Daredevils,Kings XI Punjab,48,6,11.3,14,5,67
Delhi Daredevils,Kings XI Punjab,49,6,11.4,14,6,67
Delhi Daredevils,Kings XI Punjab,51,6,11.5,16,6,67
Delhi Daredevils,Kings XI Punjab,51,6,11.6,16,6,67
Delhi Daredevils,Kings XI Punjab,52,6,12.0,16,6,67
Delhi Daredevils,Kings XI Punjab,52,6,12.1,16,6,67
Delhi Daredevils,Kings XI Punjab,52,6,12.2,16,6,67
Delhi Daredevils,Kings XI Punjab,53,6,12.3,16,7,67
Delhi Daredevils,Kings XI Punjab,54,6,12.4,17,7,67
Delhi Daredevils,Kings XI Punjab,54,6,12.5,17,7,67
Delhi Daredevils,Kings XI Punjab,58,6,12.6,17,11,67
Delhi Daredevils,Kings XI Punjab,58,6,13.1,17,11,67
Delhi Daredevils,Kings XI Punjab,58,6,13.2,17,11,67
Delhi Daredevils,Kings XI Punjab,58,6,13.3,17,11,67
Delhi Daredevils,Kings XI Punjab,58,6,13.4,17,11,67
Delhi Daredevils,Kings XI Punjab,59,6,13.5,18,11,67
Delhi Daredevils,Kings XI Punjab,59,6,13.6,18,11,67
Delhi Daredevils,Kings XI Punjab,59,7,14.1,18,11,67
Delhi Daredevils,Kings XI Punjab,59,7,14.2,11,0,67
Delhi Daredevils,Kings XI Punjab,59,7,14.3,11,0,67
Delhi Daredevils,Kings XI Punjab,60,7,14.4,11,1,67
Delhi Daredevils,Kings XI Punjab,60,7,14.5,11,1,67
Delhi Daredevils,Kings XI Punjab,60,7,14.6,11,1,67
Delhi Daredevils,Kings XI Punjab,61,7,15.0,11,1,67
Delhi Daredevils,Kings XI Punjab,62,7,15.1,11,2,67
Delhi Daredevils,Kings XI Punjab,62,7,15.2,11,2,67
Delhi Daredevils,Kings XI Punjab,62,8,15.3,11,2,67
Delhi Daredevils,Kings XI Punjab,63,8,15.4,3,0,67
Delhi Daredevils,Kings XI Punjab,64,8,15.5,3,1,67
Delhi Daredevils,Kings XI Punjab,65,8,15.5,3,1,67
Delhi Daredevils,Kings XI Punjab,65,8,15.6,3,1,67
Delhi Daredevils,Kings XI Punjab,66,8,16.1,3,2,67
Delhi Daredevils,Kings XI Punjab,66,8,16.2,3,2,67
Delhi Daredevils,Kings XI Punjab,66,8,16.3,3,2,67
Delhi Daredevils,Kings XI Punjab,67,8,16.4,4,2,67
Delhi Daredevils,Kings XI Punjab,67,8,16.5,4,2,67
Delhi Daredevils,Kings XI Punjab,67,9,16.6,4,2,67
Delhi Daredevils,Kings XI Punjab,67,10,17.1,4,0,67
Sunrisers Hyderabad,Kolkata Knight Riders,71,0,5.1,57,13,209
Sunrisers Hyderabad,Kolkata Knight Riders,71,0,5.2,57,13,209
Sunrisers Hyderabad,Kolkata Knight Riders,73,0,5.2,57,13,209
Sunrisers Hyderabad,Kolkata Knight Riders,77,0,5.3,61,13,209
Sunrisers Hyderabad,Kolkata Knight Riders,78,0,5.4,62,13,209
Sunrisers Hyderabad,Kolkata Knight Riders,78,0,5.5,62,13,209
Sunrisers Hyderabad,Kolkata Knight Riders,79,0,5.5,62,13,209
Sunrisers Hyderabad,Kolkata Knight Riders,79,0,5.6,62,13,209
Sunrisers Hyderabad,Kolkata Knight Riders,85,0,6.1,68,13,209
Sunrisers Hyderabad,Kolkata Knight Riders,86,0,6.2,69,13,209
Sunrisers Hyderabad,Kolkata Knight Riders,86,0,6.3,69,13,209
Sunrisers Hyderabad,Kolkata Knight Riders,87,0,6.4,69,14,209
Sunrisers Hyderabad,Kolkata Knight Riders,87,0,6.5,69,14,209
Sunrisers Hyderabad,Kolkata Knight Riders,87,0,6.6,69,14,209
Sunrisers Hyderabad,Kolkata Knight Riders,88,0,7.1,69,15,209
Sunrisers Hyderabad,Kolkata Knight Riders,89,0,7.2,70,15,209
Sunrisers Hyderabad,Kolkata Knight Riders,90,0,7.3,70,16,209
Sunrisers Hyderabad,Kolkata Knight Riders,92,0,7.4,72,16,209
Sunrisers Hyderabad,Kolkata Knight Riders,93,0,7.5,73,16,209
Sunrisers Hyderabad,Kolkata Knight Riders,94,0,7.6,73,17,209
Sunrisers Hyderabad,Kolkata Knight Riders,95,0,8.1,73,17,209
Sunrisers Hyderabad,Kolkata Knight Riders,96,0,8.2,74,17,209
Sunrisers Hyderabad,Kolkata Knight Riders,97,0,8.2,74,17,209
Sunrisers Hyderabad,Kolkata Knight Riders,98,0,8.3,74,18,209
Sunrisers Hyderabad,Kolkata Knight Riders,104,0,8.4,80,18,209
Sunrisers Hyderabad,Kolkata Knight Riders,104,0,8.5,80,18,209
Sunrisers Hyderabad,Kolkata Knight Riders,105,0,8.6,81,18,209
Sunrisers Hyderabad,Kolkata Knight Riders,106,0,9.1,82,18,209
Sunrisers Hyderabad,Kolkata Knight Riders,106,0,9.2,82,18,209
Sunrisers Hyderabad,Kolkata Knight Riders,107,0,9.3,82,19,209
Sunrisers Hyderabad,Kolkata Knight Riders,111,0,9.4,86,19,209
Sunrisers Hyderabad,Kolkata Knight Riders,117,0,9.5,92,19,209
Sunrisers Hyderabad,Kolkata Knight Riders,123,0,9.6,98,19,209
Sunrisers Hyderabad,Kolkata Knight Riders,123,0,10.1,98,19,209
Sunrisers Hyderabad,Kolkata Knight Riders,123,0,10.2,98,19,209
Sunrisers Hyderabad,Kolkata Knight Riders,124,0,10.3,98,20,209
Sunrisers Hyderabad,Kolkata Knight Riders,124,0,10.4,98,20,209
Sunrisers Hyderabad,Kolkata Knight Riders,124,0,10.5,98,20,209
Sunrisers Hyderabad,Kolkata Knight Riders,126,0,10.6,100,20,209
Sunrisers Hyderabad,Kolkata Knight Riders,127,0,11.1,100,21,209
Sunrisers Hyderabad,Kolkata Knight Riders,128,0,11.2,101,21,209
Sunrisers Hyderabad,Kolkata Knight Riders,129,0,11.3,101,22,209
Sunrisers Hyderabad,Kolkata Knight Riders,130,0,11.4,102,22,209
Sunrisers Hyderabad,Kolkata Knight Riders,131,0,11.5,102,23,209
Sunrisers Hyderabad,Kolkata Knight Riders,133,0,11.6,104,23,209
Sunrisers Hyderabad,Kolkata Knight Riders,135,0,12.1,104,25,209
Sunrisers Hyderabad,Kolkata Knight Riders,139,0,12.2,104,29,209
Sunrisers Hyderabad,Kolkata Knight Riders,139,0,12.3,104,29,209
Sunrisers Hyderabad,Kolkata Knight Riders,139,1,12.4,104,29,209
Sunrisers Hyderabad,Kolkata Knight Riders,139,1,12.5,104,0,209
Sunrisers Hyderabad,Kolkata Knight Riders,140,1,12.6,105,0,209
Sunrisers Hyderabad,Kolkata Knight Riders,141,1,13.1,106,0,209
Sunrisers Hyderabad,Kolkata Knight Riders,141,1,13.2,106,0,209
Sunrisers Hyderabad,Kolkata Knight Riders,142,1,13.3,106,1,209
Sunrisers Hyderabad,Kolkata Knight Riders,144,1,13.4,108,1,209
Sunrisers Hyderabad,Kolkata Knight Riders,145,1,13.5,109,1,209
Sunrisers Hyderabad,Kolkata Knight Riders,146,1,13.6,109,2,209
Sunrisers Hyderabad,Kolkata Knight Riders,146,1,14.1,109,2,209
Sunrisers Hyderabad,Kolkata Knight Riders,147,1,14.2,109,2,209
Sunrisers Hyderabad,Kolkata Knight Riders,148,1,14.3,110,2,209
Sunrisers Hyderabad,Kolkata Knight Riders,152,1,14.4,110,6,209
Sunrisers Hyderabad,Kolkata Knight Riders,154,1,14.5,110,8,209
Sunrisers Hyderabad,Kolkata Knight Riders,154,1,14.6,110,8,209
Sunrisers Hyderabad,Kolkata Knight Riders,158,1,15.1,114,8,209
Sunrisers Hyderabad,Kolkata Knight Riders,162,1,15.2,118,8,209
Sunrisers Hyderabad,Kolkata Knight Riders,166,1,15.3,122,8,209
Sunrisers Hyderabad,Kolkata Knight Riders,167,1,15.4,123,8,209
Sunrisers Hyderabad,Kolkata Knight Riders,168,1,15.5,123,9,209
Sunrisers Hyderabad,Kolkata Knight Riders,169,1,15.6,124,9,209
Sunrisers Hyderabad,Kolkata Knight Riders,171,1,16.1,126,9,209
Sunrisers Hyderabad,Kolkata Knight Riders,171,2,16.2,126,9,209
Sunrisers Hyderabad,Kolkata Knight Riders,172,2,16.3,10,0,209
Sunrisers Hyderabad,Kolkata Knight Riders,173,2,16.4,10,1,209
Sunrisers Hyderabad,Kolkata Knight Riders,175,2,16.5,12,1,209
Sunrisers Hyderabad,Kolkata Knight Riders,175,2,16.6,12,1,209
Sunrisers Hyderabad,Kolkata Knight Riders,176,2,17.1,12,2,209
Sunrisers Hyderabad,Kolkata Knight Riders,177,2,17.2,13,2,209
Sunrisers Hyderabad,Kolkata Knight Riders,178,2,17.3,13,3,209
Sunrisers Hyderabad,Kolkata Knight Riders,180,2,17.4,15,3,209
Sunrisers Hyderabad,Kolkata Knight Riders,184,2,17.5,19,3,209
Sunrisers Hyderabad,Kolkata Knight Riders,186,2,17.6,21,3,209
Sunrisers Hyderabad,Kolkata Knight Riders,187,2,18.0,21,3,209
Sunrisers Hyderabad,Kolkata Knight Riders,188,2,18.1,21,4,209
Sunrisers Hyderabad,Kolkata Knight Riders,188,2,18.2,21,4,209
Sunrisers Hyderabad,Kolkata Knight Riders,192,2,18.3,25,4,209
Sunrisers Hyderabad,Kolkata Knight Riders,194,2,18.4,27,4,209
Sunrisers Hyderabad,Kolkata Knight Riders,198,2,18.5,31,4,209
Sunrisers Hyderabad,Kolkata Knight Riders,202,2,18.6,35,4,209
Sunrisers Hyderabad,Kolkata Knight Riders,203,2,19.1,35,5,209
Sunrisers Hyderabad,Kolkata Knight Riders,205,2,19.2,37,5,209
Sunrisers Hyderabad,Kolkata Knight Riders,207,2,19.3,39,5,209
Sunrisers Hyderabad,Kolkata Knight Riders,207,2,19.4,39,5,209
Sunrisers Hyderabad,Kolkata Knight Riders,208,2,19.5,40,5,209
Sunrisers Hyderabad,Kolkata Knight Riders,209,3,19.6,40,6,209
Royal Challengers Bangalore,Mumbai Indians,40,2,5.1,20,2,162
Royal Challengers Bangalore,Mumbai Indians,40,2,5.2,2,0,162
Royal Challengers Bangalore,Mumbai Indians,40,2,5.3,2,0,162
Royal Challengers Bangalore,Mumbai Indians,44,2,5.4,4,2,162
Royal Challengers Bangalore,Mumbai Indians,50,2,5.5,10,2,162
Royal Challengers Bangalore,Mumbai Indians,52,2,5.6,12,2,162
Royal Challengers Bangalore,Mumbai Indians,53,2,6.1,12,3,162
Royal Challengers Bangalore,Mumbai Indians,53,2,6.2,12,3,162
Royal Challengers Bangalore,Mumbai Indians,54,2,6.3,13,3,162
Royal Challengers Bangalore,Mumbai Indians,54,2,6.4,13,3,162
Royal Challengers Bangalore,Mumbai Indians,55,2,6.5,13,4,162
Royal Challengers Bangalore,Mumbai Indians,56,2,6.6,14,4,162
Royal Challengers Bangalore,Mumbai Indians,57,2,7.1,14,4,162
Royal Challengers Bangalore,Mumbai Indians,58,2,7.2,14,5,162
Royal Challengers Bangalore,Mumbai Indians,58,2,7.3,14,5,162
Royal Challengers Bangalore,Mumbai Indians,62,2,7.4,18,5,162
Royal Challengers Bangalore,Mumbai Indians,63,2,7.5,19,5,162
Royal Challengers Bangalore,Mumbai Indians,63,2,7.6,19,5,162
Royal Challengers Bangalore,Mumbai Indians,63,2,8.1,19,5,162
Royal Challengers Bangalore,Mumbai Indians,67,2,8.2,23,5,162
Royal Challengers Bangalore,Mumbai Indians,68,2,8.2,23,5,162
Royal Challengers Bangalore,Mumbai Indians,74,2,8.3,29,5,162
Royal Challengers Bangalore,Mumbai Indians,75,2,8.4,30,5,162
Royal Challengers Bangalore,Mumbai Indians,75,2,8.5,30,5,162
Royal Challengers Bangalore,Mumbai Indians,76,2,8.6,30,6,162
Royal Challengers Bangalore,Mumbai Indians,77,2,9.1,30,7,162
Royal Challengers Bangalore,Mumbai Indians,77,2,9.2,30,7,162
Royal Challengers Bangalore,Mumbai Indians,77,2,9.3,30,7,162
Royal Challengers Bangalore,Mumbai Indians,78,2,9.4,31,7,162
Royal Challengers Bangalore,Mumbai Indians,79,2,9.5,31,8,162
Royal Challengers Bangalore,Mumbai Indians,80,2,9.6,32,8,162
Royal Challengers Bangalore,Mumbai Indians,81,2,10.1,33,8,162
Royal Challengers Bangalore,Mumbai Indians,85,2,10.2,33,12,162
Royal Challengers Bangalore,Mumbai Indians,85,3,10.3,33,12,162
Royal Challengers Bangalore,Mumbai Indians,85,3,10.4,33,0,162
Royal Challengers Bangalore,Mumbai Indians,86,3,10.5,33,1,162
Royal Challengers Bangalore,Mumbai Indians,87,3,10.6,34,1,162
Royal Challengers Bangalore,Mumbai Indians,88,3,11.1,35,1,162
Royal Challengers Bangalore,Mumbai Indians,92,3,11.2,35,5,162
Royal Challengers Bangalore,Mumbai Indians,93,3,11.3,35,6,162
Royal Challengers Bangalore,Mumbai Indians,94,3,11.4,36,6,162
Royal Challengers Bangalore,Mumbai Indians,95,3,11.5,36,7,162
Royal Challengers Bangalore,Mumbai Indians,96,3,11.6,37,7,162
Royal Challengers Bangalore,Mumbai Indians,102,3,12.1,43,7,162
Royal Challengers Bangalore,Mumbai Indians,102,4,12.2,43,7,162
Royal Challengers Bangalore,Mumbai Indians,103,4,12.3,8,0,162
Royal Challengers Bangalore,Mumbai Indians,104,4,12.4,8,1,162
Royal Challengers Bangalore,Mumbai Indians,105,4,12.5,9,1,162
Royal Challengers Bangalore,Mumbai Indians,106,4,12.6,9,2,162
Royal Challengers Bangalore,Mumbai Indians,106,4,13.1,9,2,162
Royal Challengers Bangalore,Mumbai Indians,107,4,13.2,9,3,162
Royal Challengers Bangalore,Mumbai Indians,108,4,13.3,10,3,162
Royal Challengers Bangalore,Mumbai Indians,108,5,13.4,10,3,162
Royal Challengers Bangalore,Mumbai Indians,109,5,13.5,10,1,162
Royal Challengers Bangalore,Mumbai Indians,111,5,13.6,12,1,162
Royal Challengers Bangalore,Mumbai Indians,111,5,14.1,12,1,162
Royal Challengers Bangalore,Mumbai Indians,111,5,14.2,12,1,162
Royal Challengers Bangalore,Mumbai Indians,111,5,14.3,12,1,162
Royal Challengers Bangalore,Mumbai Indians,112,5,14.4,12,2,162
Royal Challengers Bangalore,Mumbai Indians,114,5,14.5,14,2,162
Royal Challengers Bangalore,Mumbai Indians,115,5,14.6,15,2,162
Royal Challengers Bangalore,Mumbai Indians,116,5,15.1,16,2,162
Royal Challengers Bangalore,Mumbai Indians,118,5,15.2,16,4,162
Royal Challengers Bangalore,Mumbai Indians,119,5,15.3,16,5,162
Royal Challengers Bangalore,Mumbai Indians,120,5,15.4,17,5,162
Royal Challengers Bangalore,Mumbai Indians,121,5,15.5,17,6,162
Royal Challengers Bangalore,Mumbai Indians,122,5,15.6,18,6,162
Royal Challengers Bangalore,Mumbai Indians,123,5,16.1,18,6,162
Royal Challengers Bangalore,Mumbai Indians,124,5,16.2,18,7,162
Royal Challengers Bangalore,Mumbai Indians,128,5,16.3,22,7,162
Royal Challengers Bangalore,Mumbai Indians,129,5,16.4,23,7,162
Royal Challengers Bangalore,Mumbai Indians,131,5,16.5,23,9,162
Royal Challengers Bangalore,Mumbai Indians,132,5,16.6,23,10,162
Royal Challengers Bangalore,Mumbai Indians,138,5,17.1,23,16,162
Royal Challengers Bangalore,Mumbai Indians,139,5,17.2,23,17,162
Royal Challengers Bangalore,Mumbai Indians,140,5,17.3,24,17,162
Royal Challengers Bangalore,Mumbai Indians,140,5,17.4,24,17,162
Royal Challengers Bangalore,Mumbai Indians,146,5,17.5,24,23,162
Royal Challengers Bangalore,Mumbai Indians,147,5,17.6,24,24,162
Royal Challengers Bangalore,Mumbai Indians,147,5,18.1,24,24,162
Royal Challengers Bangalore,Mumbai Indians,147,5,18.2,24,24,162
Royal Challengers Bangalore,Mumbai Indians,153,5,18.3,30,24,162
Royal Challengers Bangalore,Mumbai Indians,154,5,18.4,31,24,162
Royal Challengers Bangalore,Mumbai Indians,156,5,18.5,31,26,162
Royal Challengers Bangalore,Mumbai Indians,157,5,18.6,31,27,162
Royal Challengers Bangalore,Mumbai Indians,158,5,19.1,31,28,162
Royal Challengers Bangalore,Mumbai Indians,158,5,19.2,31,28,162
Royal Challengers Bangalore,Mumbai Indians,162,5,19.3,35,28,162
Royal Challengers Bangalore,Mumbai Indians,162,6,19.4,35,28,162
Royal Challengers Bangalore,Mumbai Indians,162,7,19.5,28,0,162
Royal Challengers Bangalore,Mumbai Indians,162,8,19.6,0,0,162
Sunrisers Hyderabad,Delhi Daredevils,53,0,5.1,30,23,185
Sunrisers Hyderabad,Delhi Daredevils,53,1,5.2,30,23,185
Sunrisers Hyderabad,Delhi Daredevils,57,1,5.3,23,0,185
Sunrisers Hyderabad,Delhi Daredevils,62,1,5.4,23,5,185
Sunrisers Hyderabad,Delhi Daredevils,62,1,5.5,23,5,185
Sunrisers Hyderabad,Delhi Daredevils,66,1,5.6,27,5,185
Sunrisers Hyderabad,Delhi Daredevils,66,1,6.1,27,5,185
Sunrisers Hyderabad,Delhi Daredevils,66,1,6.2,27,5,185
